street_num
23
75
104
290
140
25
8
670
81
80
32
197
190
46
57
28
8
11
68
95
303
50
816
9
67
5
231
324
300
191
1
216
486
18
109
2219
1404
29
268
21
197
1584
15
45
881
270
309
145
7
116
112
16
7
6
191
122
125
16
80
8
136
5
20
534
89
190
17
85
92
45
20
36
11
112
287
63
17
12
32
6
51
100
127
105
34
105
320
2451
76
45
9
4
5
42
533
776
2039
835
34
1625
685
1
83
15
68
27
610
477
251
101
74
41
2000
364
2000
64
349
24
11
1
31
287
11
19
128
36
242
2
300
24
66
838
76
152
108
594
52
17
8
357
34
1
1
56
37
61
45
20
15
14
133
34
40
522
8
2
56
110
65
167
399
16
19
1
86
72
114
50
300
2
500
94
1330
22
198
1949
98
26
85
40
35
19
1
15
88
8
26
1933
11
125
30
39
9
140
9
35
1721
37
36
169
135
359
67
67
43
374
537
22
7
40
110
156
2
293
700
376
545
37
425
39
32
27
27
3
587
8
472
155
11
4
37
298
32
24
201
85
300
17
63
65
44
14
20
383
66
56
142
4
82
95
25
197
9
10
186
370
32
35
415
418
282
135
290
105
28
66
11
34
30
120
33
38
88
5
2
56
84
97
136
22
98
170
109
42
29
343
52
108
1
75
1166
382
1945
50
29
678
115
47
255
1419
102
213
42
11
415
43
13
2691
510
1
8
34
35
19
157
15
120
15
465
8
41
330
53
408
45
34
213
114
5
8
163
86
27
14
67
9
683
199
36
299
8
22
126
14
12
220
31
35
38
13
19
391
86
487
242
100
9
14
6
286
69
244
5
92
28
13
20
982
25
345
186
49
6
1999
346
249
522
145
24
15
5
56
80
8
72
2
82
98
54
197
1318
142
11
41
64
1411
1490
143
360
22
12
56
416
55
35
667
26
265
8
23
2
6
32
61
40
50
51
11
213
645
15
1
188
520
19
51
531
10
2
1111
39
306
112
4065
95
42
54
9
36
35
53
190
1100
277
8
35
37
108
174
6
1409
5
435
31
353
15
1474
70
48
374
9
46
318
255
69
5000
50
81
8
3
41
32
67
209
93
21
2
589
6
60
19
20
127
39
219
23
47
149
64
21
801
1
111
33
34
63
78
175
400
19
98
116
51
297
328
68
33
28
35
84
25
34
178
75
49
60
20
19
21
5
10
9
56
32
3
6
56
68
10
221
123
289
129
121
218
26
323
36
1597
25
208
95
31
787
56
100
99
135
46
28
9
6
357
216
299
88
11
19
655
49
34
290
145
48
50
10
368
21
425
85
27
1115
116
43
8
361
145
59
624
34
101
287
46
40
40
22
34
219
47
191
150
99
7
6
1
96
438
32
121
20
137
466
76
115
101
47
951
34
44
45
10
105
141
375
48
4
33
219
251
103
6
19
209
67
78
111
425
30
3
7
100
699
20
350
10
60
27
34
537
42
47
115
12
15
43
20
48
20
257
38
37
53
105
6
42
16
9
103
591
24
340
7
321
11
261
48
2
30
15
49
24
1999
320
17
602
1000
944
3
27
436
26
39
202
131
76
29
852
27
121
152
152
197
58
85
6
465
236
48
35
106
233
189
99
33
109
10
40
80
701
23
422
36
30
3
100
35
28
125
16
215
108
49
220
537
7
464
5
36
197
36
70
489
39
251
4
268
5050
30
68
1408
185
9
524
37
65
322
141
39
449
580
100
84
52
11
98
50
16
253
2
1
239
58
269
42
27
192
909
356
51
10
10
337
219
69
120
192
28
76
6
12
196
36
300
10
71
64
39
9
64
360
120
20
280
1140
88
661
30
288
19
300
21
343
15
133
6
64
271
145
60
182
962
8
125
8
29
945
65
20
332
750
15
46
58
331
22
61
149
58
23
574
5
5
125
71
85
180
20
7
11
159
228
139
5
60
173
440
2
135
110
50
2031
2
198
30
1650
2
7
83
152
23
29
38
6
9
304
663
274
83
194
79
3
1111
219
23
179
38
33
45
100
3531
184
9
16
62
8
42
798
1241
12
23
55
58
68
6
625
10
144
215
34
35
19
21
34
126
39
113
225
30
20
20
446
10
27
50
276
108
98
133
15
24
934
65
20
45
28
45
36
5
113
58
39
906
20
115
147
851
2
7
526
55
660
17
323
70
1607
179
15
133
55
117
191
7
14
17
3
25
16
53
31
100
346
21
461
116
23
1020
15
9
842
58
85
612
30
30
75
159
9
20
8
1125
9
42
165
49
101
14
4
5
45
30
41
3531
9
409
52
131
2
18
7
1504
6
59
687
6
109
219
51
65
78
709
36
14
1
866
51
227
1
18
48
1411
422
24
121
28
261
106
47
39
360
35
110
39
36
360
9
591
901
86
54
5
1
167
110
766
24
2
218
484
47
63
188
250
59
139
125
40
19
30
6
1637
493
48
127
33
9
32
12
135
492
59
16
131
17
20
34
7
10
161
120
99
3298
416
464
22
36
15
10
9
20
130
45
17
534
263
11
18
16
44
320
14
45
22
644
72
85
180
12
234
30
2
26
16
435
52
534
23
45
542
44
338
761
82
30
101
95
20
135
701
61
236
77
28
197
386
75
73
41
8
84
36
15
11
61
83
340
109
141
16
192
373
60
335
66
28
77
220
163
60
21
22
191
280
6
48
120
317
245
67
53
8
382
771
17
35
103
1
65
535
350
68
30
9
50
390
61
275
256
328
46
40
1
1
59
15
100
374
13
8
5
60
65
59
2144
33
47
11
166
45
82
80
9
1307
41
32
81
145
18
197
183
28
45
9
577
57
42
103
62
80
47
17
304
435
143
72
22
890
127
10
64
37
281
65
38
119
41
44
457
12
5
87
187
40
21
165
3
456
15
7
159
702
24
188
44
20
5
585
304
31
30
240
101
54
2
16
486
110
19
282
349
21
476
75
2
17
106
78
126
113
156
151
12
5
75
758
118
34
65
12
38
47
1106
324
137
35
30
390
10
55
4
93
171
65
133
9
419
28
98
102
612
4
1629
39
171
274
105
43
65
16
30
6
109
1933
1568
481
513
2
70
60
48
373
330
7
28
36
62
11
366
144
197
90
55
335
390
119
85
21
17
10
2451
33
71
246
251
59
74
165
133
341
483
8
1525
42
100
21
405
12
384
488
133
129
6
25
29
36
128
628
1868
4
189
46
251
36
184
15
66
322
48
97
105
32
336
105
26
7
71
52
80
6
47
87
290
10
25
87
93
449
31
10
681
133
11
7
43
547
18
91
87
117
37
8
10
10
95
69
21
689
179
47
445
290
19
153
20
27
16
10
9
52
9
9
37
67
457
17
257
184
39
1870
191
179
59
11
1999
6
92
42
18
276
60
477
5
6
150
488
495
5
237
73
771
319
73
1
19
15
25
45
68
28
35
36
1
219
39
15
580
5170
9
451
855
12
6
129
59
65
108
919
95
210
41
324
47
22
92
1
44
195
33
143
249
115
54
65
27
413
1387
70
15
182
112
117
4350
73
210
21
263
360
734
135
177
38
5
16
399
357
1
244
19
92
202
42
7
346
189
7
1812
25
306
36
7
151
22
400
483
30
139
171
24
89
26
16
194
44
30
3
175
52
67
8
62
5
7
492
18
16
20
45
261
38
400
4
539
371
89
1
19
70
41
33
3
69
386
51
463
30
98
42
19
31
17
6
31
57
14
323
13
62
164
320
54
176
11
2400
14
91
10
100
174
3
176
357
3
14
282
596
6
17
131
55
320
172
803
99
11
30
11
190
49
12
56
290
59
76
398
175
3150
238
59
162
54
15
8
264
33
254
351
675
148
106
23
57
52
8
32
390
725
4
221
300
76
346
580
167
49
21
48
2000
815
5
20
285
10
3
54
372
88
3531
10
50
34
146
229
39
1949
3
600
172
9
1568
7
533
18
69
26
279
35
99
52
16
19
16
75
4
366
6
65
231
17
64
60
421
100
146
55
657
40
51
11
197
22
23
136
19
189
20
164
42
1
12
15
40
12
135
125
3531
16
20
1662
18
1241
41
108
114
605
18
100
40
131
18
97
69
41
15
34
25
300
299
48
1184
134
371
17
239
139
15
6
1
53
10
66
292
66
23
40
1218
106
10
82
362
62
1
60
19
15
11
248
99
94
14
184
121
15
386
12
300
10
113
66
77
7
5170
105
1736
82
61
117
28
340
32
12
888
7
70
2
767
56
150
12
70
42
28
411
9
26
665
350
62
141
370
67
62
568
173
341
17
133
204
100
599
14
15
9
189
24
42
56
204
10
28
48
15
108
146
9
102
2
34
6
4925
52
34
67
36
378
6
52
150
416
51
183
4975
103
188
38
35
97
103
26
257
332
65
22
82
136
65
22
121
541
50
53
22
139
70
24
524
20
3531
102
11
78
2
262
63
71
201
226
145
11
9
42
35
51
350
59
125
17
416
1214
300
8
4
8
38
31
46
33
603
2
228
76
34
15
300
101
990
10
40
12
234
18
241
108
15
99
12
5
45
148
2757
13
18
60
12
7
7
345
16
557
345
623
24
10
1
466
300
85
410
57
7
88
44
10
12
16
249
24
45
37
34
21
297
20
25
202
270
8
61
9
70
1629
557
104
278
101
97
3
406
83
160
1128
38
1677
807
1984
491
85
51
45
25
18
409
12
116
863
24
75
177
570
46
87
9
153
159
4
376
553
72
265
94
14
307
10
70
36
40
47
108
92
18
250
11
15
36
11
29
11
61
26
65
188
124
32
59
71
2
89
20
82
45
265
1180
27
76
190
702
29
97
19
164
88
45
19
51
102
38
321
69
1415
25
39
35
417
145
50
191
9
25
1949
229
9
8
30
270
51
250
51
10
111
219
819
9
1
45
2
18
50
14
1726
376
87
141
15
66
84
145
10
40
376
1140
6
278
462
300
5
12
66
131
5
19
15
29
537
15
60
1330
99
39
30
660
28
314
118
13
9
391
35
10
32
5
883
26
854
21
390
170
46
304
3
17
261
1990
624
661
47
39
61
4
1
20
30
7
3
18
39
92
5
18
1016
27
115
101
170
5
1
51
62
1
3
45
246
35
1
23
38
467
26
6
26
2
31
45
566
120
11
209
8
278
35
760
21
35
100
348
55
11
98
116
48
47
6
48
11
37
4
410
47
51
442
700
94
1750
156
10
153
534
28
282
118
5
56
402
7
24
1
85
35
790
35
225
49
1
73
8
35
933
26
20
58
265
17
151
42
47
298
121
8
49
44
11
96
453
14
44
101
42
7
54
28
4
136
1506
297
107
17
92
4
3
10
392
23
725
65
761
184
100
48
46
195
19
194
11
106
65
10
5
473
332
112
574
156
679
26
19
700
324
670
77
270
34
11
31
65
25
71
329
113
8
193
70
2
354
10
43
5
7
28
10
5
48
71
36
65
18
96
13
33
1495
491
109
40
205
47
106
288
50
58
100
125
36
448
165
25
39
88
46
10
18
40
69
8
300
253
874
32
19
117
68
944
140
5
130
17
86
21
110
114
298
418
141
29
23
5
55
1313
25
